2024-03-18 12:38:07,700 INFO  Logger.cs: 70 - 
2024-03-18 12:43:41,481 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PDI 6621MG-1
2024-03-18 12:43:41,481 INFO  ExportHelperExtension.cs: 1136 - Found 75 in PDI 6621MG-1
2024-03-18 12:43:41,481 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PDI 6621MG-1
2024-03-18 12:43:41,483 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-18
2024-03-18 12:43:41,483 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-18
2024-03-18 12:43:41,483 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-18
2024-03-18 12:43:41,483 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ¶æÅÌ-3
2024-03-18 12:43:41,484 INFO  ExportHelperExtension.cs: 1136 - Found 41 in ¶æÅÌ-3
2024-03-18 12:43:41,484 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ¶æÅÌ-3
2024-03-18 12:43:41,484 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ¶æÅÌ-4
2024-03-18 12:43:41,484 INFO  ExportHelperExtension.cs: 1136 - Found 41 in ¶æÅÌ-4
2024-03-18 12:43:41,484 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ¶æÅÌ-4
2024-03-18 12:43:41,485 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-21
2024-03-18 12:43:41,485 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-21
2024-03-18 12:43:41,485 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-21
2024-03-18 12:43:41,485 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from spring pin slotted heavy duty1 gb-1
2024-03-18 12:43:41,486 INFO  ExportHelperExtension.cs: 1136 - Found 37 in spring pin slotted heavy duty1 gb-1
2024-03-18 12:43:41,486 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in spring pin slotted heavy duty1 gb-1
2024-03-18 12:43:41,486 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-22
2024-03-18 12:43:41,487 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-22
2024-03-18 12:43:41,487 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-22
2024-03-18 12:43:41,487 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hex nuts, style 2-grades ab gb-1
2024-03-18 12:43:41,487 INFO  ExportHelperExtension.cs: 1136 - Found 44 in hex nuts, style 2-grades ab gb-1
2024-03-18 12:43:41,489 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hex nuts, style 2-grades ab gb-1
2024-03-18 12:43:41,489 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-23
2024-03-18 12:43:41,489 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-23
2024-03-18 12:43:41,490 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-23
2024-03-18 12:43:41,490 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from c2-1
2024-03-18 12:43:41,490 INFO  ExportHelperExtension.cs: 1136 - Found 41 in c2-1
2024-03-18 12:43:41,490 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in c2-1
2024-03-18 12:43:41,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-25
2024-03-18 12:43:41,491 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-25
2024-03-18 12:43:41,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-25
2024-03-18 12:43:41,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-26
2024-03-18 12:43:41,492 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-26
2024-03-18 12:43:41,492 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-26
2024-03-18 12:43:41,492 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hex nuts, style 2-grades ab gb-2
2024-03-18 12:43:41,493 INFO  ExportHelperExtension.cs: 1136 - Found 44 in hex nuts, style 2-grades ab gb-2
2024-03-18 12:43:41,493 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hex nuts, style 2-grades ab gb-2
2024-03-18 12:43:41,493 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hex nuts, style 2-grades ab gb-4
2024-03-18 12:43:41,493 INFO  ExportHelperExtension.cs: 1136 - Found 44 in hex nuts, style 2-grades ab gb-4
2024-03-18 12:43:41,494 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hex nuts, style 2-grades ab gb-4
2024-03-18 12:43:41,494 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 666-27
2024-03-18 12:43:41,494 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-27
2024-03-18 12:43:41,494 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 666-27
2024-03-18 12:43:41,496 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from À­¸Ë2£¨198£©-1
2024-03-18 12:43:41,496 INFO  ExportHelperExtension.cs: 1136 - Found 25 in À­¸Ë2£¨198£©-1
2024-03-18 12:43:41,496 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in À­¸Ë2£¨198£©-1
2024-03-18 12:43:41,497 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ´ó±Û-1
2024-03-18 12:43:41,497 INFO  ExportHelperExtension.cs: 1136 - Found 50 in ´ó±Û-1
2024-03-18 12:43:41,497 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ´ó±Û-1
2024-03-18 12:43:41,822 INFO  SwAddin.cs: 339 - Loading config tree
2024-03-18 12:43:41,834 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
